filename,true_label,cluster
beagle1.jpg,beagle,1
beagle10.jpg,beagle,0
beagle101.jpg,beagle,5
beagle105.jpg,beagle,6
beagle106.jpg,beagle,0
beagle108.jpg,beagle,4
beagle109.jpg,beagle,0
beagle11.jpg,beagle,0
beagle110.jpg,beagle,7
beagle112.jpg,beagle,4
beagle114.jpg,beagle,7
beagle115.jpg,beagle,1
beagle116.jpg,beagle,7
beagle118.jpg,beagle,5
beagle12.jpg,beagle,5
beagle13.jpg,beagle,7
beagle14.jpg,beagle,0
beagle15.jpg,beagle,1
beagle16.jpg,beagle,4
beagle17.jpg,beagle,6
beagle18.jpg,beagle,4
beagle2.jpg,beagle,1
beagle20.jpg,beagle,1
beagle22.jpg,beagle,7
beagle24.jpg,beagle,5
beagle26.jpg,beagle,5
beagle28.jpg,beagle,0
beagle30.jpg,beagle,0
beagle32.jpg,beagle,6
beagle34.jpg,beagle,7
beagle36.jpg,beagle,5
beagle38.jpg,beagle,4
beagle4.jpg,beagle,7
beagle40.jpg,beagle,5
beagle42.jpg,beagle,5
beagle44.jpg,beagle,5
beagle46.jpg,beagle,1
beagle48.jpg,beagle,1
beagle5.jpg,beagle,5
beagle50.jpg,beagle,5
beagle52.jpg,beagle,6
beagle54.jpg,beagle,0
beagle56.jpg,beagle,0
beagle58.jpg,beagle,1
beagle60.jpg,beagle,3
beagle61.jpg,beagle,7
beagle62.jpg,beagle,0
beagle63.jpg,beagle,6
beagle64.jpg,beagle,5
beagle65.jpg,beagle,5
beagle66.jpg,beagle,5
beagle67.jpg,beagle,5
beagle68.jpg,beagle,0
beagle69.jpg,beagle,1
beagle7.jpg,beagle,4
beagle70.jpg,beagle,3
beagle71.jpg,beagle,5
beagle72.jpg,beagle,5
beagle73.jpg,beagle,0
beagle74.jpg,beagle,7
beagle75.jpg,beagle,4
beagle76.jpg,beagle,5
beagle77.jpg,beagle,1
beagle78.jpg,beagle,1
beagle79.jpg,beagle,6
beagle8.jpg,beagle,5
beagle83.jpg,beagle,0
beagle84.jpg,beagle,7
beagle85.jpg,beagle,0
beagle86.jpg,beagle,7
beagle87.jpg,beagle,5
beagle88.jpg,beagle,1
beagle89.jpg,beagle,1
beagle90.jpg,beagle,0
beagle91.jpg,beagle,5
beagle92.jpg,beagle,0
beagle93.jpg,beagle,5
beagle94.jpg,beagle,5
beagle95.jpg,beagle,5
beagle96.jpg,beagle,1
beagle97.jpg,beagle,3
beagle98.jpg,beagle,5
beagle99.jpg,beagle,6
bulldog10.jpg,bulldog,5
bulldog100.jpg,bulldog,3
bulldog101.jpg,bulldog,0
bulldog106.jpg,bulldog,5
bulldog107.jpg,bulldog,4
bulldog108.jpg,bulldog,4
bulldog109.jpg,bulldog,0
bulldog11.jpg,bulldog,7
bulldog110.jpg,bulldog,4
bulldog111.jpg,bulldog,4
bulldog112.jpg,bulldog,4
bulldog113.jpg,bulldog,0
bulldog114.jpg,bulldog,4
bulldog117.jpg,bulldog,1
bulldog12.jpg,bulldog,7
bulldog13.jpg,bulldog,0
bulldog14.jpg,bulldog,4
bulldog15.jpg,bulldog,4
bulldog16.jpg,bulldog,4
bulldog17.jpg,bulldog,0
bulldog18.jpg,bulldog,0
bulldog19.jpg,bulldog,0
bulldog2.jpg,bulldog,0
bulldog22.jpg,bulldog,0
bulldog24.jpg,bulldog,0
bulldog26.jpg,bulldog,3
bulldog28.jpg,bulldog,0
bulldog3.jpg,bulldog,4
bulldog30.jpg,bulldog,0
bulldog32.jpg,bulldog,5
bulldog36.jpg,bulldog,3
bulldog38.jpg,bulldog,0
bulldog4.jpg,bulldog,1
bulldog40.jpg,bulldog,0
bulldog42.jpg,bulldog,0
bulldog44.jpg,bulldog,7
bulldog46.jpg,bulldog,1
bulldog5.jpg,bulldog,1
bulldog50.jpg,bulldog,0
bulldog52.jpg,bulldog,0
bulldog54.jpg,bulldog,5
bulldog56.jpg,bulldog,0
bulldog6.jpg,bulldog,4
bulldog60.jpg,bulldog,5
bulldog61.jpg,bulldog,0
bulldog62.jpg,bulldog,3
bulldog63.jpg,bulldog,0
bulldog64.jpg,bulldog,5
bulldog65.jpg,bulldog,0
bulldog66.jpg,bulldog,0
bulldog68.jpg,bulldog,0
bulldog69.jpg,bulldog,5
bulldog71.jpg,bulldog,0
bulldog72.jpg,bulldog,0
bulldog74.jpg,bulldog,3
bulldog75.jpg,bulldog,0
bulldog76.jpg,bulldog,7
bulldog77.jpg,bulldog,7
bulldog78.jpg,bulldog,0
bulldog79.jpg,bulldog,0
bulldog8.jpg,bulldog,1
bulldog83.jpg,bulldog,5
bulldog84.jpg,bulldog,0
bulldog85.jpg,bulldog,0
bulldog86.jpg,bulldog,3
bulldog87.jpg,bulldog,0
bulldog89.jpg,bulldog,0
bulldog9.jpg,bulldog,4
bulldog91.jpg,bulldog,5
bulldog92.jpg,bulldog,0
bulldog93.jpg,bulldog,5
bulldog94.jpg,bulldog,0
bulldog96.jpg,bulldog,0
bulldog97.jpg,bulldog,0
bulldog98.jpg,bulldog,3
bulldog99.jpg,bulldog,0
dalmatian10.jpg,dalmatian,5
dalmatian12.jpg,dalmatian,5
dalmatian14.jpg,dalmatian,5
dalmatian16.jpg,dalmatian,7
dalmatian18.jpg,dalmatian,7
dalmatian2.jpg,dalmatian,7
dalmatian20.jpg,dalmatian,4
dalmatian22.jpg,dalmatian,7
dalmatian24.jpg,dalmatian,5
dalmatian28.jpg,dalmatian,3
dalmatian30.jpg,dalmatian,5
dalmatian32.jpg,dalmatian,7
dalmatian34.jpg,dalmatian,4
dalmatian36.jpg,dalmatian,3
dalmatian4.jpg,dalmatian,4
dalmatian40.jpg,dalmatian,1
dalmatian41.jpg,dalmatian,7
dalmatian43.jpg,dalmatian,5
dalmatian44.jpg,dalmatian,7
dalmatian45.jpg,dalmatian,4
dalmatian46.jpg,dalmatian,7
dalmatian48.jpg,dalmatian,5
dalmatian49.jpg,dalmatian,4
dalmatian51.jpg,dalmatian,4
dalmatian52.jpg,dalmatian,7
dalmatian53.jpg,dalmatian,5
dalmatian55.jpg,dalmatian,7
dalmatian56.jpg,dalmatian,5
dalmatian57.jpg,dalmatian,3
dalmatian58.jpg,dalmatian,7
dalmatian59.jpg,dalmatian,3
dalmatian6.jpg,dalmatian,7
dalmatian63.jpg,dalmatian,1
dalmatian64.jpg,dalmatian,7
dalmatian65.jpg,dalmatian,5
dalmatian66.jpg,dalmatian,7
dalmatian68.jpg,dalmatian,7
dalmatian69.jpg,dalmatian,3
dalmatian70.jpg,dalmatian,4
dalmatian71.jpg,dalmatian,5
dalmatian72.jpg,dalmatian,7
dalmatian73.jpg,dalmatian,7
dalmatian74.jpg,dalmatian,3
dalmatian75.jpg,dalmatian,4
dalmatian77.jpg,dalmatian,7
dalmatian78.jpg,dalmatian,0
dalmatian8.jpg,dalmatian,0
dalmatian80.jpg,dalmatian,4
dalmatian84.jpg,dalmatian,5
dalmatian85.jpg,dalmatian,5
dalmatian86.jpg,dalmatian,1
german-shepherd1.jpg,german-shepherd,7
german-shepherd10.jpg,german-shepherd,4
german-shepherd100.jpg,german-shepherd,5
german-shepherd104.jpg,german-shepherd,1
german-shepherd105.jpg,german-shepherd,7
german-shepherd106.jpg,german-shepherd,0
german-shepherd107.jpg,german-shepherd,5
german-shepherd108.jpg,german-shepherd,7
german-shepherd11.jpg,german-shepherd,1
german-shepherd110.jpg,german-shepherd,4
german-shepherd111.jpg,german-shepherd,5
german-shepherd112.jpg,german-shepherd,7
german-shepherd113.jpg,german-shepherd,7
german-shepherd114.jpg,german-shepherd,4
german-shepherd115.jpg,german-shepherd,0
german-shepherd116.jpg,german-shepherd,4
german-shepherd118.jpg,german-shepherd,7
german-shepherd13.jpg,german-shepherd,3
german-shepherd14.jpg,german-shepherd,1
german-shepherd16.jpg,german-shepherd,1
german-shepherd17.jpg,german-shepherd,0
german-shepherd18.jpg,german-shepherd,5
german-shepherd2.jpg,german-shepherd,4
german-shepherd24.jpg,german-shepherd,5
german-shepherd26.jpg,german-shepherd,0
german-shepherd28.jpg,german-shepherd,5
german-shepherd30.jpg,german-shepherd,5
german-shepherd32.jpg,german-shepherd,7
german-shepherd34.jpg,german-shepherd,4
german-shepherd36.jpg,german-shepherd,0
german-shepherd38.jpg,german-shepherd,5
german-shepherd4.jpg,german-shepherd,1
german-shepherd40.jpg,german-shepherd,6
german-shepherd42.jpg,german-shepherd,5
german-shepherd44.jpg,german-shepherd,0
german-shepherd46.jpg,german-shepherd,5
german-shepherd48.jpg,german-shepherd,0
german-shepherd5.jpg,german-shepherd,4
german-shepherd50.jpg,german-shepherd,1
german-shepherd52.jpg,german-shepherd,1
german-shepherd54.jpg,german-shepherd,7
german-shepherd56.jpg,german-shepherd,7
german-shepherd6.jpg,german-shepherd,1
german-shepherd60.jpg,german-shepherd,0
german-shepherd62.jpg,german-shepherd,0
german-shepherd63.jpg,german-shepherd,5
german-shepherd64.jpg,german-shepherd,4
german-shepherd65.jpg,german-shepherd,0
german-shepherd66.jpg,german-shepherd,6
german-shepherd67.jpg,german-shepherd,0
german-shepherd68.jpg,german-shepherd,0
german-shepherd69.jpg,german-shepherd,7
german-shepherd7.jpg,german-shepherd,5
german-shepherd70.jpg,german-shepherd,7
german-shepherd71.jpg,german-shepherd,0
german-shepherd72.jpg,german-shepherd,5
german-shepherd73.jpg,german-shepherd,5
german-shepherd74.jpg,german-shepherd,7
german-shepherd75.jpg,german-shepherd,5
german-shepherd76.jpg,german-shepherd,5
german-shepherd78.jpg,german-shepherd,1
german-shepherd79.jpg,german-shepherd,1
german-shepherd8.jpg,german-shepherd,1
german-shepherd85.jpg,german-shepherd,5
german-shepherd86.jpg,german-shepherd,4
german-shepherd87.jpg,german-shepherd,5
german-shepherd88.jpg,german-shepherd,0
german-shepherd89.jpg,german-shepherd,1
german-shepherd91.jpg,german-shepherd,5
german-shepherd92.jpg,german-shepherd,7
german-shepherd93.jpg,german-shepherd,6
german-shepherd95.jpg,german-shepherd,0
